User Name,Rating,Comment,Date
bhirawa rendra,1,"aplikasi ruwet. Sejak merge aplikasi tambah ruwet dan gak bs digunakan. hub CS juga percuma. Solusi yg di berikan tdk bisa di pakai. apalagi kalau diakses via web, tambah ruwet dan tambah lemot",2025-06-14 04:33:48
Muhammad Alfazrian,1,"MP tukang tilep dana seller, 7 hari baru dikeluarin tuh dana",2025-06-14 04:16:31
Muhamad Akmal Ghani,1,Aplikasi belum selesai tapi maksa release,2025-06-14 04:10:42
Bear The Gamers,1,parahh.. cacat sistem sih ini,2025-06-14 04:05:10
chandra chandra,3,tidak simple,2025-06-14 03:57:57
Noviyanti Wijaya,1,Udah nunggu berhari-harii.. Abis sambungin toko tapi gaada semua produknya udah kaya buka toko baru..cmn bisa nunggu tiket kata cs nya... Meragukan si kalo masih ada orang disono antrian cs ampe 200. Ditanyain knp error gabisa login pake hp disuru login aja pake desktop. Jadi gunanya di google play buat apa ini apps. Dikira seller kalo kemana2 mau mantau penjualan kudu selalu bawa laptop di tas gitu yah. Brilliant sekali jawabannya. Pindah aja deh jualnya ke toko sebelah.,2025-06-14 03:43:28
ferdy setiadi,1,mengecewakan,2025-06-14 02:58:01
ragil kusuma,1,Proses Integrasi yg buruk dari Tokopedia ke Tiktok Seller Center.,2025-06-14 02:55:23
Bagus Pamungkas,1,ribetttttt !,2025-06-14 01:49:49
koddy Trading,1,"Aplikasi ada bug, bisa rubah sendiri. Kontak CS juga ga digubris. Beda jauh dengan sebelumnya waktu pake Tokopedia Seller, ga pernah bermasalah. Kalaupun ada masalah, CS sigap membantu. Ini ngomong sama CS di Seller Center kaya ketemu tembok yang ga ngerti permasalahannya.",2025-06-14 01:46:44
jordan darmadjaja,1,aplikasi sampah,2025-06-14 01:28:00
Anak Agung Ngurah Rai,1,"Ribet, kebanyakan menu. Balikin lagi aplikasi Toped Seller",2025-06-14 00:42:40
Jeff Haynes,5,Very helpful,2025-06-14 00:08:30
Zax Dezignz,1,after 103 completed sales last year this year they stated I owed almost $100 I did not but I made a sale that would cover it after the sale they suspended my shop and froze the money I told them to keep their shop and I did not ship product therefore they did not get what they said I owed and no product was shipped watch your money carefully and remember they're not in our jurisdiction.,2025-06-13 23:57:33
Ari Adiraharjo,1,"Gara-gara intergrasi. Toko saya sebulan tidak bisa edit / tambah produk. komplain ke cs antrian panjang, ujung-ujung nya tidak ada solusi dan di buka kan tiket support. Tiket 4 hari baru di replay. itupun cuma di suruh clear data apliaksi lalu login lagi dan hasil nya tetap sama. Sama sekali tidak ada solusi.",2025-06-13 23:50:42
Yohanes Tjiong,4,tidak bisa mengedit melalui link order,2025-06-13 22:17:47
Ellen Cervantes,5,beautiful item,2025-06-13 20:41:31
Claudius Kairupan,1,"mau review bagus dan jujur mengenai app ini? jujur app ini sampah dan tidak praktis. tidak usah download, pindah ke platform lain saja.",2025-06-13 17:25:15
Si Satrio,1,entah aplikasi ini bru taraf develop atau gimana? bener2 dodol la bagus pake Tokopedia tinggal kau rubah aja judulnya beres,2025-06-13 17:20:22
High Level Store,1,bad apps. better Tokopedia seller than this apps,2025-06-13 16:46:02
Muhammad Andry,5,Good.,2025-06-13 14:52:56
Ashari Teuku Muhammad,1,bad app,2025-06-13 14:16:27
fajar rasidin,2,"Pusing ini.. 1. History Chat di Tokopedia Seller tidak bisa di Import ke Aps Seller Center, hanya bisa via Desktop, repot buka pakai HP..kecil & lambat. 2. Pengaturan Ekspedisi tidak bisa spesifik, di Tokopedia Seller bisa kita atur, di Aps Seller Center ribed. ini tokopedia belum siap sepertinya, terburu2, minim fitur untuk pengolahan penjualan. hancur penjualan saya sejak pakai Aps Toped & tiktok Seller 😭",2025-06-13 13:58:17
Mix Chanel,1,"kembalikan tokopedia seller, app sampah kalo ini. biaya admin makin gede trafik makin turun. gajelas",2025-06-13 12:57:44
hinode jpn,3,"gudang tidak flexible pick up karena kita punya gudang lebih dari satu, aplikasi hp dan web sangat jauh berbeda fungsinya, lengkap lewat web",2025-06-13 12:56:02
Sugeng Kurniawan,1,"gojek instant belum ada link tracking driver, tidak bisa pantau driver sampai mana. alasan tutup toko di shopee adalah ribet, sedangkan Tokopedia lebih simpel. dan sekarang dipaksa ke tiktok yg lebih ribet dari shopee, penjualan pun turun drastis, berencana tutup toko saja, jual manual seperti dahulu, padahal semua customer saya arahkan order lewat market place, tapi kok makin ribet, padahal fee potongan semakin tinggi, layanan makin turun tiap tahunnya. bagaimana ini Tokopedia?",2025-06-13 12:44:38
mochamad fandi,1,"This backend apps so bad always got error 500, your back end developer so stupid can't handle this",2025-06-13 11:47:13
Bogor 360,1,100% lebih jelek dari tokopedia,2025-06-13 11:46:49
lombarobot,1,makin aneh,2025-06-13 11:35:52
Daniel Scanlan,1,adding a support ticket no longer visible,2025-06-13 11:15:46
A Freezer,1,"Setting apa2 harus lewat desktop, apa gunanya aplikasi. Banyak bug, pesanan gak muncul kalo app udah dibuka bbrp lama, harus di close terus buka lagi. Text dari menu kayaknya machine translated semua, gak niat.",2025-06-13 10:52:47
Calvino 1988,1,uda enak kayak dl. skrng malah nyusain seller. banyak syarat ga jelas,2025-06-13 10:46:35
Haimanto Wijaya,1,"parah, loading lambat, cetak label langsung pickup datang, pikirnya ga perlu waktu buat siapin barang? ubah alamat pengambilan, ketika pickup tetap ambil di alamat lama. yang paling parah nama toko ga bisa sama tanpa alasan jelas",2025-06-13 10:31:41
Hani Hamdani,1,buruk,2025-06-13 09:46:32
Sherlyna Rizki,1,Dari awal download hingga hari ini masih tidak bisa log in karena verification code tidak terkirim-kirim. Terpaksa harus tetap pakai web. Tidak ada keleluasaan untuk seller memilih kurir pengiriman. UI jelek.,2025-06-13 09:26:46
Donny Ariefianto,4,bagusan yg lama,2025-06-13 08:23:32
Sabdo Hastopo,1,"menyebalkan .untuk jualan harus integrasi sama tiktok , udah biaya admin nya gede lagi . yuk pindah ke app lain",2025-06-13 07:38:20
Anthony Tumiwa,1,"maksa gabung tiktok tokopedia, trouble mana ma a",2025-06-13 06:28:56
Dalvik “Abie” Gaming,1,tidak ada notif,2025-06-13 06:09:18
Jibril Akmal,1,"kalau bisa saya kasih bintang mines, integrasi dengan tokped buruk sekali. Verifikasi macam2 ga jelas, dipaksa pindah kesini padahal app yang dulu udah bagus. Tambahan, di bagian deskripsi sudah tidak boleh menuliskan channel youtube / insta karena dianggap merujuk ke web luar yg tidak aman, padahal saya jual produk reviewnya disana semua. Beneran anti competition move, coward company.",2025-06-13 05:49:25
Tubagus Surya,1,"bikin semua hancur pokoknya, lebih suka yg dulu",2025-06-13 05:05:45
Muhammad Hairiey Bin Abd Razak,5,nice,2025-06-13 05:00:19
Iwan Kwok,2,difficult to add new products,2025-06-13 04:57:28
Natalia Hartono,4,masih beradaptasi dengan perubahan.,2025-06-13 04:32:16
allan abgan,1,tolong seperti tokopedia user interfave nya lebih mudah,2025-06-13 02:29:48
Gina Andre,5,perfect I Like it,2025-06-13 02:21:12
Nato Martanto 818,3,lemot,2025-06-13 02:12:46
Michael Chai,1,"Buat bingung dan data kacau, jadi malas jualan, keputusan terburuk yang dibuat oleh Toped.",2025-06-13 01:59:23
The family show Of 4,5,the best,2025-06-13 01:52:34
Owen Kwan,1,"tiktok udh jd kyk ormas / tukang palak yg kerjaannya palakin seller..masa seller hrus dibebanin lagi dgn biaya komisi dinamis..punya otak ga lu tiktok??? seller aja udh berat dgn biaya platform yg sangat tinggi..ditambah lagi dgn wktu pencairan dana yg super duper lama..gila dana seller ditahan lama bgd..trs mw hubungin adminnya aja, nunggu antrian aja lama bner..bs ampe stgh jam lagi..bgtu terhubung dgn admin, adminnya ngeselin jwbannya ga menyelesaikan mslh yg ada",2025-06-13 01:29:03
Robby Gunawan,1,Ga bisa login pake no HP android 💀. gimana mau pantau jualan pake HP kalau kyk gini. semua harus via laptop. bikin susah aja habis migrasi.,2025-06-13 01:17:27
hai san,1,"tidak user friendly, terlalu ribet bahkan untuk orang yang sudah terbiasa dengan berbagai market place selama bertahun-tahun. banyak fitur tapi sebagian besar malah memperlambat kerja. user harus melalukan filter2 hanya untuk melihat pesanan yang ada dll. kalian sudah punya tokopedia seller yang hampir perfect malah menggunakan seller center tiktok yang tidak user friendly = downgrade",2025-06-13 01:17:10
Aulia Rahim,1,"padahal dulu tokopedia seller nyaman banget, setelah digabungin tiktok shop gini ga karuan.. potongan komisi nya gede banget. udah gitu apknya bukan makin bagus tp bikin mumet, tampilan chat nya juga berantakan ngurutinnya, buat lacak pengiriman instan terutama ga bisa pantau drivernya. bisa tolong dipisah lagi aja tokopedia sellernya ga nyambung sama sistem tiktok shop.",2025-06-13 01:05:13
Dian Sukma Hanggara,2,"Lebih lemot, fitur terbatas jauh dibandingkan aplikasi lama, AI sangat mengganggu, pilihan keuangan terbatas tdk ada emoney",2025-06-13 00:34:46
The Williams Family,4,I'm doing it myself so it must be easy,2025-06-13 00:13:12
Bagus FY,1,"lebih enak tokopedia seller, pesanan selsai masih nunggu 1 x 24 jam buat masuk saldo. mau tarik uang nunggu 3 - 5 hari kerja. Payah, ambil uang sendiri aja nunggu lama",2025-06-12 23:38:01
Muhammad Barqy Ali,2,I don't know why you needed 6 days to automatically confirmed an order. I think that is a stupid decision and you should consider bringing back the 2 day automatic confirmation especially if you wanted to compete with Shopee,2025-06-12 22:38:53
Alysya Cruz,3,i don't used it at all,2025-06-12 19:27:56
Aditya Erkage,1,"aplikasi masih tidak stabil tapi di paksa pindah, masih banyak fitur yg error bahkan sering muncul layar putih",2025-06-12 18:26:59
Rife,1,"jgn mau daftar jd seller disini. Sistem yg berjalan gak sesuai sama ketentuan yg mereka buat sendiri. Bilangnya dana bisa masuk saldo ke penjual kalo pembeli udah konfirmasi terima, tp tnyt ditahan juga 2 hari. Jangan mau bela-belain viral toko rame kalo urusan duit aja ketentuannya mereka yang sebagai pihak layanan PENENGAH untuk PENJUAL dan PEMBELI aja gak konsisten. Aku seller dari 2014 dan gak pernah problem sebelum integrasi. Cari platform lain aja. Disini juga CSnya payah bgt",2025-06-12 17:35:51
Petite Chicka,1,after merger somehow theres no push notification from the app's or email.. ui not good.. way far better tokopedia seller old version.. hope we can go back,2025-06-12 14:37:24
Hexit01,1,di paksa untuk migrate bintang 1,2025-06-12 13:46:35
Anastasia Amanda,1,"wow beberapa keluhan : 1.setelah transaksi selesai perlu waktu Dana masuk + withdrawal perlu Dana. total 5-7 hari kerja, ingat...HARI KERJA. padahal Tokopedia seller instant semua 2.dari Tokopedia seller disrahkan ke apps untik keluhan, Dari apps live chat disrahkan ke antrian Tokopedia seller... 96 antrian selama 3 jam ahahahaha 3.cs mengatakan ""mengecheck 2-3 menit"" tapi berkali Kali 15 menit waktunya 4.cs meminta screenshot, tapi belum semenit sudsh dibilang chat akan berakhir karena lama hah",2025-06-12 13:46:32
Omega Eternal Squad,1,NYUSAHIN ORANG !!!,2025-06-12 11:37:52
Ismanu Yudiantoro,1,"RIP tokopedia, fee makin luar biasa meroket",2025-06-12 10:35:11
kankan iskandar,1,stupid apps... cant migrate from tokped apps.. always error after filling migrate form..,2025-06-12 09:14:58
Trino Efar,1,"kenapa setelah merger jadi error semua ? ga bisa menautkan tiktok shop akun resmi karena ada pelanggaran pedoman komunitas dimana ga ada info sama sekali perihal tersebut, buat apa saya pakai promote dan top up tiktok koin kalau pelayanan nya seperti ini ? di tokopedia baik"" saja, setelah merger malah jadi kacau semua gini gak jelas aplikasinya.",2025-06-12 09:10:21
Juan Ardie,1,"aplikasi hina yg pernah dibuat, udh paling bener di tokopedia seller karena lu marger jadi semua di paksakan mending kalo lancar aplikasinya, buat produk atau edit ajh muter mulu aplikasi kocak.",2025-06-12 08:47:46
Lala,1,"Kalo mau maksa seller integrasi, tgl bikin aplikasi yg sama persis, gak usah bikin aplikasi baru yg fiturnya susah dipahami. Jualan bertahun2 di MP toped shopee BL udah biasa fitur2nya jelas nama2nya, lha ini malah bikin pusing karna harus belajar istilah2nya. Udah gitu daftar produk pesanan gak bisa diklik, jadi cuman daftar doang gak ada link nya. Mana biaya administrasi sampe 14-15%. Kalo produknya 1000 lebih apa gak gila ngeditin satu per satu. Smg aplikasi ini segera down & balik toped lagi",2025-06-12 08:34:10
N Johnson,4,A great easy to use app.. The only con so far would be trying to view (Delivered & in Transit) packages in app it gives an error and won't load sometimes..,2025-06-12 08:08:18
fear fear,1,aplikasi tolol ini eror mulu pas mau log in.eror 305 lwt hp susah bgt log in lwt email atau no telpon..udah tu merger malah merugikan sell3r,2025-06-12 07:58:19
Victor Susanto,1,"potongan sangat besar sekali s/d 17-18%, gak bisa untung. terlalu banyak fee nya, diluar commission fee: shipping fee program service fee bonus cashback service fee voucher extra service fee bagaimana cara menonaktifkannya fee2 tersebut diatas, agent gak kasih tau caranya, hanya dikasih link artikel saja. sangat gak jelas.",2025-06-12 06:53:50
arya dendy,1,tidak lebih baik dari aplikasi sebelum di merger,2025-06-12 06:44:13
Pipin Pramudia,1,"seller tokopedia udah bagus malah d suruh pindah ke aplikasi jamet, UI dan UX nya jelek seperti developernya",2025-06-12 06:24:20
John lloyd Hayagan,5,nice,2025-06-12 06:19:49
Nasrul Pradana,1,"Potongan terlalu banyak, kasian para pembeli, dagangan juga kurang laku uang kita juga nggak bisa ditarik begitu barang diterima, kembalikan tokped seperri dulu lagi!",2025-06-12 05:53:48
Amay Damayanti,1,"Pernah chat live agent jam 11.11 WIB aja antri #184 dan itu 2 hari berturut-turut. Ngapain aja Live agent?! Kecuali sistem error nah itu wajar antri smp ratusan. tp masa ya 2hari berturut-turut smp segitunya, padahal sistem baik2 aja.",2025-06-12 04:23:41
Wishnu S Poespo,1,"Very dissapointed! After migrated my store with TikTop Shop, all my products are gone!!! and it is very very hard / takes too long to connect to live agent!!! wasting my time and rubish!!!!",2025-06-12 03:26:15
Dmict Gemini,1,Nyusahin doang,2025-06-12 02:02:44
Ismail Usman,1,all was gone. wym ????,2025-06-11 23:48:50
Lyris Bradley,1,horrible and they steal your money,2025-06-11 22:55:26
Ronny Robertus,1,"Aplikasi ini kaya mall elite yang mendadak ngajak gabung pedagang kaki lima buat jualan bareng karena insecure liat mall sebelah nya yg kesannya lebih rame. Bukan nya malah bsa bersaing ama mall sebelah, yg ada pelanggan setia mall elite malah jadi ga nyaman belanja n ninggalin, customer kaki lima jg ga bakal beli brg mall elite karena ga biasa, malah jadi ribet...beneran super bodoh, fee dinaekin terus tp fitur malah diperparah, buat apa maksa merger kalo pangsa pasar aja jelas beda",2025-06-11 19:06:33
Vault Archive,1,sangat membingungkan ribet aplikasi tiktok ini sangat tidak membantu penjual,2025-06-11 18:49:22
Henry Wahyu,1,"order masuk, resi cetak barang dikirim, order ilang, lapor cs, antri sejam 20 antrian, pas dihandle disuruh antri lagi 20, wasudahlah.",2025-06-11 17:20:56
Lumi Irizarry,5,the best,2025-06-11 14:07:01
rave engineer,1,"tidak bisa aktifkan barang pre order(PO)👎👎 Potongannya besar sekali ditambah ada potongan tdk jelas seperti dynamic commission segala yg tdk dijelaskan, jadi bisa potongan penjualan bisa hampir 16%, ini namanya kerja bakti.",2025-06-11 12:12:20
Leonarto Djokosetio,1,"the worst app, they really dont know what they doing, for this app developer : are u guys trying to make your company out of business?",2025-06-11 10:08:03
Missy Nicoll,1,TERRIBLE,2025-06-11 09:45:56
Lintang Atmoyo,1,adminnya slowrespon fiturnya lemot semua mau upload produk ribetnya minta ampun terlalu banyak pertanyaan,2025-06-11 09:30:38
Nels Giorgio,1,can't verify,2025-06-11 09:26:53
Wisnu Wibowo,1,"sangat jauh memburuk dibanding sebelumnya, untuk semua poin keterbatasan opsi yang dapat dipilih pemotongan besar besaran kepada seller (termasuk opsi pembebanan diskon)",2025-06-11 09:23:56
Lintang Putri,4,Sekarang ribet utk seller centernya,2025-06-11 08:53:25
Dul_ Dulz,1,ribet mau jualan preloved di tolak mulu disangka palsu dahal jelas ori,2025-06-11 08:18:22
Boonga Amanda,1,"tak boleh login, error masa nak verify no phone. macamana aku nak berniaga ni",2025-06-11 07:45:37
Doetha Arpeggiosa,1,Bagaimana sih nih barang Udah dikirim tapi keterangan status pengirimannya nggak ada,2025-06-11 06:32:15
riski putra,1,"Untuk sekarang aplikasi ini sangat buruk, tidak lebih baik dari Tokopedia seller. Kendala yang saya hadapi sejak migrasi ke aplikasi ini, saya tidak bisa menambahkan gambar produk di postingan dan muncul tulisan ""Nama Panjang atribut sale harus kurang dari 20 karakter"" sudah saya rubah tetap tidak bisa, saya coba chat admin online, sangat menunggu lama & tidak ada penyelesaian. Kendala lainnya, Notifikasi pesanan & chat dari pembeli tidak langsung muncul di hp atau email saya. Terima kasih :)",2025-06-11 05:23:30
Diao Mando,1,APLIKASI SAMPAH,2025-06-11 05:13:45
Sukiamto Tjoeng,1,Aplikasi ribet / sampah,2025-06-11 04:32:36
Nicolas Aprillio,1,bad app. tokopedia ui is more easier.,2025-06-11 03:57:10
Erik Kris,1,Busuk,2025-06-11 03:53:44
Satya Rasyid Triabadi (Satya),1,"Aplikasi maksa, sampah. Terpaksa sekalian pindah ke Shopee atau Bli Bli, males banget ke Tik TOD.",2025-06-11 03:48:56
Bram A K Abiarya,1,"error melulu ga bisa log in, pesanan depending jadinya",2025-06-11 03:03:42
Merdiana Sisca,1,"Nyusahin orang sumpah. Ga bisa tambahkan produk, diminta gabungkan dan review tapi step by step nya ga jelas, udah 3 hari bolak balik situs ngulik caranya, ga ketemu menu2nya, harusnya kalau mau apa langsung kasih link tindakannya, bisa pisahin lagi ga? ga semua orang juga punya tiktok, saya cuma mau jualan simple di tokopedia secara biasa.",2025-06-11 02:21:15
Aldy Candra,1,"demi apa ada proses merger kek gini, pdahal sudah enak Tokped sendiri Tiktok sendiri, di merge gini malah tmbah kacau. bnyak bug, relag relog terus, akses cmn bisa ke web, bahkan saya harus kehilangan buyer lantaran tidak mendapat notifikasi dari apps/email terkait pesanan. POOR",2025-06-11 01:53:59
Nasrul Pradana,1,"biaya potongan super duper mahal, pelanggan pada lari",2025-06-11 01:14:28
ismail lubis,1,"app tolol, Waktu completion order jadi seminggu? UI/UX yang sangat ga enak di liat, udah bagus terpisah maksa seller pindah platform dan jelas pasar seller di tokopedia belum tentu kena di tiktok.",2025-06-10 19:35:15
Nana Tgy,5,nice apa for bisnes,2025-06-10 17:37:26
Firmansyah Artono,1,aplikasi sampah,2025-06-10 16:55:24
Satyagraha Hardigaluh,1,"orderan sampai ga ada notif,dana cair kapan harus cari sana sini,pake aplikasi kaya main teka teki..aplikasi sampah.5 bintang buat developer udh buat aplikasi se sampah ini.saya kira dipaksa integrasi UI nya user friendly,trnyata sampah",2025-06-10 16:48:40
LINTAN FIRDAUZAH,1,"bikin kacaw dagangan saya... kalo belum siap mending jangan sosoan merger deh, sangat merugikan saya sebagai seller, UI/UX ga nyaman sama sekali, banyak pesanan keteteran, stock ready dan habis ga singkron jd banyak yg harus saya batalkan pesanannya dengan sangat terpaksa, parah banget",2025-06-10 15:26:18
bagus syahdewa,1,jadi jelek semnjak merger,2025-06-10 14:11:09
Sabrina Bird,5,"Love this app, Daily thorough with helping you reach your goals. Very interestingly put together.",2025-06-10 12:19:42
Muchammad Dimas,1,bosok,2025-06-10 12:12:12
J Darius,1,"unexpected error 5103 500, can't log in.",2025-06-10 11:03:09
Sega Septian,1,kocak akun gw ke Block,2025-06-10 08:35:28
Adi Wijaya,1,"aplikasi super primitif, kalah jauh dibanding tokopedia seller, sangat tidak praktis, memaksa seller untuk pindah ke aplikasi ini, tapi fasilitas yang tersedia sangat minim dan serba tidak praktis. tidak bisa mencetak label pengiriman sebelum dipickup, tidak bisa mengetahui order gojek itu sameday atau instant, konyol! jadi setelah mengerjakan order, pickup, lalu harus cepat-cepat mencetak order. kacau! harus diadakan perbaikan dan update segera!",2025-06-10 08:13:51
dora dorasleep,1,bad apps program,2025-06-10 06:45:52
Feby Rinaldi,2,"tidak ada notif pesan, sangat merepotkan. Segera perbaiki",2025-06-10 06:27:47
alex Loo,1,click any notification end up loading,2025-06-10 06:09:04
Harry,1,gw sih bakal gamau pake aplikasi ini lagi sih soalnya aplikasinya dungu banget.,2025-06-10 05:30:20
franky oey,1,unnecessary apps,2025-06-10 05:11:07
melisa setiawan,1,"dipaksa harus integrasi dari Tokopedia ke sini, tapi sistemnya gk user friendly. bikin pusing dan kenapa banyak produk saya yg hilang sendiri ya. heran, live agent juga susah dihubungi",2025-06-10 04:02:02
Ade Alfian,1,"jelek banget anjir... bukannya ngegampangin malah ngeribetin, nambah kerjaan. percuma disatuin juga buat apa lu nyatuin flat form dengan embel embel ""supaya terintegrasi dan gampang diakses"" tapi iklannya tetep dipisah di 2 flat from... buang buang recourse mending lu lu pada cepet beresin nih aplikasi nyusahin penjual",2025-06-10 03:50:52
Rendi Anggara,1,This app is trash. I was forced to migrate from Tokopedia Seller to this trash app which is really disapointing. My whole listing products suddenly disapeared. Sometimes it took so long to load a single page. Not to mention I cannot add a new product into my list. Totally trash.,2025-06-10 02:47:55
Bambang Setiawan,1,terlalu banyak fitur,2025-06-10 01:43:53
"Apdian, Noemilyn",1,walang kwenta,2025-06-10 01:28:53
Aono Tsukune,1,gak bagus. tidak bisa link ke tokped seller. parah bener seharusnya uji coba dulu tidak boleh lsg di launching. belum lulus tes udah di launching. ya jadinya gak dpt bintang sih. tp d google play gak bisa no bintang. jd min b1 deh.,2025-06-10 01:21:20
Franky Leonardus,1,Kalau aplikasinya belum siap jangan dipaksain harus pindah dong. 50% lebih produk hilang atau masih ditinjau tanpa alasan jelas. Kasih kebijakan duplikasi tapi kebijakan tokopedia sama tiktok beda. alhasil banyak produk ditinjau. Kolom chat suka tampilin chat tahun lalu. Banyak pembeli dan penjual lapor error gak bisa transaksi. Malah bikin rusak lapak saja. 👎🏼👎🏼👎🏼👎🏼👎🏼 lima jempol bawah,2025-06-09 14:12:41
Yonathan Cullonz,1,"dissapointing app, very lazy cs, just ask information and didnt help at all",2025-06-09 13:22:56
Willson Emmanuel,1,Tokopedia Seller is better than this application. 😑,2025-06-09 12:50:18
Daniel Darjanto,1,WORSTTTT EVER APPS.,2025-06-09 09:46:21
Afriadi Hikmal,1,"The marketplace using fake buyers to contact sellers, possibly to manipulate engagement metrics.",2025-06-09 08:56:31
nicko nich,1,bring back old tokopedia seller app and web tokopedia dashboard. your tiktokseller app is sucks! dont force seller to migrate,2025-06-09 08:20:08
Ricky Febian,1,"Sistemnya ribet. pake iklan juga ttp aja ga ngaruh. semenjak integrasi penjulana nurun. bukannya naik, malah anjlok. CS nya udh kayak apaan aja. di chat, ga bales2",2025-06-09 07:59:49
Dody DlE,1,"di topseller biar kocak masi mending tracker kurir instant masi ketawan posisi driver, disini nama alamat penerima keliatan juga kaga tracker boro2, gile lu Ndro 🤦🏻‍♂️",2025-06-09 07:27:04
Muhammad Faishal Tamimi,1,"- UI ribet - penggunaan fitur ribet - loading berat, jadi lebih lama - terlalu kompleks",2025-06-09 06:36:51
Tjia Hari,2,"review so slow, upload product so difficult with a lot of unnecesary details, then failed because of review system",2025-06-09 05:16:24
Vania Delicia,1,ga bisa login dari poco F6. padahal dicoba akun yg sama di hp lain bisa. masukin kode verification mental terus. login lewat email kluar notif error,2025-06-09 03:58:33
Jonathan,1,"pusat bantuan ga becus, ada kendala tapi lama sekali balasan dan tidak ada penyelesaian. paket sudah 2 minggu di pengiriman dan malah penjual yang rugi karena WAJIB saya yang kembalikan dana ke pembeli padahal kurir dan admin toped TIDAK bertanggung jawab",2025-06-09 03:19:38
[GD] Ascensia,1,"ribet, sudah bagus yang sebelumnya malah di merge, UI/UX jelek, menyusahkan penjual",2025-06-09 02:52:00
Suka Kuliner,3,ribet,2025-06-09 02:20:30
Letda,1,ini sebenarnya Tokopedia sudah tidak ada lagi. di makan utuh sama tiktok. mission failed. habis sudah semua. bye2,2025-06-09 02:06:31
Amelia Huang,1,"saldo semua tidak masuk,diketerangan di tulis dibayar tgl 02/06 sampai sekarang tgl 09/06/2025 saldo di keuangan masih 0 (mau disuruh tunggu berapa lama lagi ya) di chat di cust service juga respon sangat slow dan bertele tele",2025-06-09 01:57:33
Civilian Eyes,1,"order complete tanggal 2, tanggal 10 uang belum bisa cair. peraturan merugikan seller. selamat bangkrut tok, join dengan aplikasi kandang monyet merugikan",2025-06-09 00:49:25
Immanuel Pandiangan,1,"before merger, the automatic payment settlement time after package delivered is 2 days, now its increased to 6 day, even after that, its still delayed up to 3 days because of their ""maintenance"", seller getting punished because of tokopedia tiktok half hearted effort to merge, do you guys even tested the app first before forcing your user to migrate?",2025-06-09 00:40:34
Ball Milk,2,notifaksi pesanan tidak nyala,2025-06-09 00:11:36
Karen Adrian,5,Very helpful even for novices like me,2025-06-08 20:51:38
Mervin Cabelte,5,nice good thing 👍,2025-06-08 14:40:50
REZIEL simbajon,5,nice,2025-06-08 14:16:19
Kopi Siku,1,aplikasi susah bgt. informasi tidak jelas. susah keluarin resi. tidak seperti aplikasi tokopedia yg lama. very bad application 😞,2025-06-08 12:22:03
Indra Laksana,1,"Gara gara tiktok, tokopedia seller harus sambungin tiktok, padahal sudah enak pake tokped seller.",2025-06-08 11:25:09
Yunias Pujianto,1,1 transaksi 50 ribu admin,2025-06-08 10:57:36
Kent X1362,1,"in Verification, after inputting email Dan password it show a notification. An unexpected error occurred. Please try again. [5103] [500]",2025-06-08 09:27:45
Lina Chang,1,"aplikasi SAMPAH, pesanan yang sudah di selesaikan saja tidak kelihatan. aplikasi ini sepertinya ingin makan dan rampok duit seller tanpa pemberitahuan",2025-06-08 09:18:10
Ilman Fahmi (elmothebassman),1,butut,2025-06-08 07:35:37
Irfan Naufal,1,gausah gabung sama tiktok,2025-06-08 07:12:44
adam koconegoro,2,bad,2025-06-08 06:30:59
Ridista,1,"Ga nyangka tokopedia bakal tumbang, yet here we are.",2025-06-08 05:54:02
subardianto,1,"bikin rumit menu tidak sederhana mash banyak yg eror,,UI tidak semudah tokopedia seller, untuk cek pengiriman susah bgt..",2025-06-08 05:40:44
Ratu Fitness,1,"not responbile apps for seller, becareful",2025-06-08 05:06:35
Budi Saputra,1,"Gak ada bagus nya ini apps, jauh lebih bagus Tokopedia Seller dari segi apapun. Dan kita di paksa untuk harus pindah ke App ini.",2025-06-08 04:53:08
Echa de,2,layanan buruk. pihaknya tokopedia & tiktok lepas tangan barang entah dimana,2025-06-08 04:38:45
Semera Agro Farm,5,Excellent app,2025-06-08 03:53:40
Sigit Purnomo,1,Adminnya be-go banget..... Aplikasi sulit dipahami... Lebih susah dr tokopedia seller.... Biaya admin lebih besar juga.... 18 persen.... Gila banget......... Untuk pengembalian dana juga tidak jelas....,2025-06-08 03:42:28
Andi,1,"parah, suka gak berfungsi. the end of Tokopedia?",2025-06-08 02:35:02
Acen Cen,1,Jadi kacau sejak integrasi. nama toko tidak bisa nama toko di tokopedia. harus bikin baru. pakai nama baru uda dipakai toko lain. parah... maksa pula integrasi. tiap hari di hub pihak toped sampai 3x..,2025-06-08 00:42:11
erwin wijaya,1,useless,2025-06-08 00:24:43
Aji SN,1,sucks,2025-06-08 00:20:21
Sarangvapers Depokdua,1,sampah,2025-06-07 19:42:33
herlina novianty,1,susah buka modul pesanan n chat padahal itu penentu penjualan sukses VERY TERRIBLE APP MENYUSAHKANNNNNNN,2025-06-07 12:39:21
henry chandra,1,"App ini lamban sekali. Jauh lebih lambat dari app asli tokopedia, dan juga app shopee",2025-06-07 11:43:45
Catra Ditya Ramawirawan,1,"worst app ever. sejak integrasi paksa dengan tiktok, tokped jadi berantakan datanya. visibilitas turun, mau print orderan susah, CSnya juga putusin live chat melulu. udah connect tiktok/tokped, sekarang gak bisa login ke seller center. pas bisa login, malah dibawa ke page daftar lagi. integrasi yang menyusahkan.",2025-06-07 10:47:45
